연월,customer_id,cnt
2018-04,AS994696,7
2018-04,AS995937,8
2018-04,AS997107,9
2018-04,AS998566,7
2018-04,GD001473,7
2018-04,GD001777,3
2018-04,GD004422,4
2018-04,GD009242,7
2018-04,GD010455,7
2018-04,GD012037,8
2018-04,GD020270,3
2018-04,GD022268,1
2018-04,GD024299,6
2018-04,GD025393,5
2018-04,GD029159,3
2018-04,GD032887,9
2018-04,GD038969,6
2018-04,GD039425,7
2018-04,GD040768,5
2018-04,GD045563,6
2018-04,GD049091,3
2018-04,GD057803,3
2018-04,GD059086,6
2018-04,GD064521,7
2018-04,GD065188,7
2018-04,GD067591,6
2018-04,GD069878,5
2018-04,GD070247,5
2018-04,GD080608,6
2018-04,GD081993,3
2018-04,GD082396,6
2018-04,GD083655,5
2018-04,GD084870,3
2018-04,GD085038,6
2018-04,GD086589,2
2018-04,GD086932,3
2018-04,GD087620,5
2018-04,GD094886,5
2018-04,GD095067,2
2018-04,GD098851,10
2018-04,GD099906,7
2018-04,GD100850,6
2018-04,GD106268,5
2018-04,GD106824,3
2018-04,GD109842,7
2018-04,GD110372,8
2018-04,GD112262,10
2018-04,GD114852,9
2018-04,GD115359,5
2018-04,GD115456,7
2018-04,GD125079,7
2018-04,GD126264,3
2018-04,GD126553,4
2018-04,GD134164,6
2018-04,GD138948,5
2018-04,GD139130,7
2018-04,GD141355,5
2018-04,GD141776,6
2018-04,GD149816,4
2018-04,GD151877,8
2018-04,GD152639,3
2018-04,GD155364,4
2018-04,GD161261,6
2018-04,GD163149,5
2018-04,GD163914,4
2018-04,GD164396,6
2018-04,GD165203,8
2018-04,GD171613,6
2018-04,GD172092,9
2018-04,GD172600,6
2018-04,GD173197,5
2018-04,GD174095,2
2018-04,GD174951,5
2018-04,GD176879,8
2018-04,GD181791,5
2018-04,GD182990,4
2018-04,GD183457,5
2018-04,GD191107,3
2018-04,GD191589,5
2018-04,GD194770,5
2018-04,GD198467,6
2018-04,GD206745,8
2018-04,GD210507,8
2018-04,GD212992,5
2018-04,GD214739,3
2018-04,GD216317,5
2018-04,GD221439,4
2018-04,GD223514,7
2018-04,GD227601,5
2018-04,GD228250,7
2018-04,GD230002,7
2018-04,GD230222,9
2018-04,GD235669,5
2018-04,GD238607,4
2018-04,GD238730,7
2018-04,GD257285,4
2018-04,GD257904,5
2018-04,GD258009,5
2018-04,GD261077,5
2018-04,GD262737,8
2018-04,GD266112,3
2018-04,GD269619,3
2018-04,GD280871,1
2018-04,GD283160,2
2018-04,GD283718,3
2018-04,GD289305,2
2018-04,GD292781,3
2018-04,GD295789,7
2018-04,GD296025,7
2018-04,GD296555,1
2018-04,GD297149,2
2018-04,GD298325,4
2018-04,GD306378,8
2018-04,GD311895,8
2018-04,GD316957,5
2018-04,GD323300,4
2018-04,GD323923,3
2018-04,GD325128,3
2018-04,GD325851,10
2018-04,GD326524,7
2018-04,GD332587,1
2018-04,GD332889,4
2018-04,GD341063,8
2018-04,GD343618,6
2018-04,GD350258,1
2018-04,GD350549,7
2018-04,GD360440,4
2018-04,GD361244,3
2018-04,GD362521,4
2018-04,GD364043,5
2018-04,GD366297,7
2018-04,GD370248,2
2018-04,GD373372,8
2018-04,GD375438,4
2018-04,GD376049,8
2018-04,GD378149,11
2018-04,GD381952,7
2018-04,GD382390,4
2018-04,GD387236,6
2018-04,GD390290,11
2018-04,GD390442,1
2018-04,GD394435,5
2018-04,GD398206,7
2018-04,GD401034,4
2018-04,GD401728,8
2018-04,GD406715,7
2018-04,GD408230,10
2018-04,GD411680,5
2018-04,GD413362,7
2018-04,GD418230,8
2018-04,GD420163,1
2018-04,GD428351,3
2018-04,GD434239,4
2018-04,GD437531,3
2018-04,GD438627,8
2018-04,GD439332,4
2018-04,GD452640,8
2018-04,GD454723,2
2018-04,GD455671,5
2018-04,GD459648,9
2018-04,GD462611,4
2018-04,GD470986,3
2018-04,GD471767,8
2018-04,GD475433,9
2018-04,GD477802,8
2018-04,GD479069,6
2018-04,GD479253,8
2018-04,GD479679,3
2018-04,GD484864,8
2018-04,GD489148,5
2018-04,GD489678,5
2018-04,GD492710,6
2018-04,GD513608,9
2018-04,GD516585,5
2018-04,GD518115,6
2018-04,GD531348,11
2018-04,GD531554,4
2018-04,GD536257,4
2018-04,GD537137,7
2018-04,GD537233,8
2018-04,GD555235,4
2018-04,GD558480,4
2018-04,GD563129,5
2018-04,GD563242,13
2018-04,GD573130,1
2018-04,GD574013,6
2018-04,GD574177,7
2018-04,GD574697,3
2018-04,GD574867,7
2018-04,GD574913,4
2018-04,GD575423,9
2018-04,GD582469,7
2018-04,GD585679,6
2018-04,GD587474,8
2018-04,GD589615,5
2018-04,GD598089,4
2018-04,GD600460,1
2018-04,GD614242,6
2018-04,GD615902,6
2018-04,GD619319,8
2018-04,GD620721,5
2018-04,GD620805,6
2018-04,GD622254,5
2018-04,GD623309,7
2018-04,GD624477,3
2018-04,GD628310,7
2018-04,GD631254,6
2018-04,GD635322,5
2018-04,GD635509,6
2018-04,GD638385,3
2018-04,GD639016,3
2018-04,GD639344,2
2018-04,GD639619,9
2018-04,GD640316,3
2018-04,GD646501,10
2018-04,GD648354,6
2018-04,GD649455,6
2018-04,GD655061,1
2018-04,GD665518,7
2018-04,GD670693,6
2018-04,GD671138,2
2018-04,GD672003,6
2018-04,GD672303,7
2018-04,GD673835,3
2018-04,GD676928,8
2018-04,GD687485,5
2018-04,GD687670,6
2018-04,GD691243,6
2018-04,GD693914,5
2018-04,GD695696,3
2018-04,GD699747,7
2018-04,GD699826,7
2018-04,GD700587,7
2018-04,GD700613,2
2018-04,GD701512,5
2018-04,GD703244,6
2018-04,GD703449,5
2018-04,GD705390,3
2018-04,GD710390,4
2018-04,GD711631,2
2018-04,GD716223,11
2018-04,GD719026,9
2018-04,GD719151,7
2018-04,GD721751,7
2018-04,GD725111,1
2018-04,GD728611,5
2018-04,GD728833,2
2018-04,GD733240,5
2018-04,GD735013,6
2018-04,GD741058,5
2018-04,GD749335,9
2018-04,GD754725,3
2018-04,GD761011,8
2018-04,GD762120,3
2018-04,GD762671,12
2018-04,GD763218,3
2018-04,GD763258,3
2018-04,GD766190,5
2018-04,GD768522,6
2018-04,GD768855,4
2018-04,GD770166,1
2018-04,GD781025,4
2018-04,GD784657,8
2018-04,GD788407,6
2018-04,GD788422,6
2018-04,GD796301,7
2018-04,GD804357,4
2018-04,GD806895,7
2018-04,GD807714,9
2018-04,GD809807,7
2018-04,GD809947,10
2018-04,GD812059,6
2018-04,GD812702,6
2018-04,GD812922,7
2018-04,GD813654,2
2018-04,GD825223,7
2018-04,GD837157,6
2018-04,GD840219,2
2018-04,GD843424,3
2018-04,GD843695,5
2018-04,GD844529,5
2018-04,GD849803,2
2018-04,GD852474,6
2018-04,GD859439,3
2018-04,GD862018,3
2018-04,GD862639,3
2018-04,GD866704,7
2018-04,GD868389,6
2018-04,GD868574,3
2018-04,GD869479,8
2018-04,GD870808,8
2018-04,GD873389,4
2018-04,GD876521,9
2018-04,GD877201,9
2018-04,GD879805,6
2018-04,GD881679,2
2018-04,GD883603,5
2018-04,GD885447,9
2018-04,GD886475,3
2018-04,GD887148,6
2018-04,GD897249,9
2018-04,GD900956,2
2018-04,GD903830,6
2018-04,GD908843,5
2018-04,GD911889,8
2018-04,GD912745,6
2018-04,GD914874,4
2018-04,GD915723,6
2018-04,GD921810,7
2018-04,GD930782,6
2018-04,GD933293,3
2018-04,GD934041,3
2018-04,GD943344,9
2018-04,GD946202,4
2018-04,GD947493,4
2018-04,GD951332,8
2018-04,GD960674,10
2018-04,GD962470,7
2018-04,GD964685,4
2018-04,GD966172,3
2018-04,GD967749,5
2018-04,GD968549,4
2018-04,GD969310,4
2018-04,GD970368,5
2018-04,GD972640,6
2018-04,GD973384,8
2018-04,GD975752,6
2018-04,GD979485,7
2018-04,GD987989,8
2018-04,GD994213,1
2018-04,GD998772,9
2018-04,HD000022,4
2018-04,HD003152,5
2018-04,HD006808,6
2018-04,HD012547,5
2018-04,HD012845,5
2018-04,HD014166,6
2018-04,HD019297,4
2018-04,HD020326,6
2018-04,HD024127,6
2018-04,HD030810,4
2018-04,HD032015,7
2018-04,HD035366,7
2018-04,HD035838,7
2018-04,HD037991,3
2018-04,HD044222,4
2018-04,HD044319,5
2018-04,HD048025,4
2018-04,HD052411,6
2018-04,HD052466,7
2018-04,HD053694,8
2018-04,HD055368,8
2018-04,HD055792,7
2018-04,HD056820,6
2018-04,HD068817,8
2018-04,HD069512,3
2018-04,HD069655,9
2018-04,HD069769,9
2018-04,HD070115,2
2018-04,HD074397,4
2018-04,HD074404,7
2018-04,HD079011,4
2018-04,HD084175,5
2018-04,HD089565,4
2018-04,HD094887,1
2018-04,HD095957,4
2018-04,HD096925,4
2018-04,HD096953,6
2018-04,HD099859,4
2018-04,HD101700,3
2018-04,HD101792,5
2018-04,HD104614,8
2018-04,HD109539,7
2018-04,HD112851,7
2018-04,HD113386,4
2018-04,HD117235,6
2018-04,HD120698,6
2018-04,HD121067,8
2018-04,HD124235,4
2018-04,HD124700,5
2018-04,HD126441,5
2018-04,HD134052,4
2018-04,HD134433,1
2018-04,HD134597,3
2018-04,HD137947,6
2018-04,HD139654,6
2018-04,HD140190,7
2018-04,HD145501,4
2018-04,HD146199,10
2018-04,HD147072,8
2018-04,HD148659,5
2018-04,HD155154,6
2018-04,HD156305,9
2018-04,HD160543,11
2018-04,HD165212,6
2018-04,HD167407,8
2018-04,HD171678,1
2018-04,HD176214,3
2018-04,HD177050,5
2018-04,HD182637,2
2018-04,HD184011,6
2018-04,HD186795,5
2018-04,HD188491,5
2018-04,HD194702,3
2018-04,HD200554,3
2018-04,HD200782,6
2018-04,HD203527,8
2018-04,HD206448,7
2018-04,HD210141,7
2018-04,HD214175,7
2018-04,HD216701,6
2018-04,HD218552,10
2018-04,HD218670,2
2018-04,HD218970,8
2018-04,HD242691,8
2018-04,HD244526,6
2018-04,HD245568,7
2018-04,HD250394,3
2018-04,HD252906,4
2018-04,HD253398,2
2018-04,HD256907,6
2018-04,HD262708,2
2018-04,HD262908,2
2018-04,HD263348,8
2018-04,HD264361,5
2018-04,HD268516,4
2018-04,HD268534,9
2018-04,HD272401,8
2018-04,HD277392,8
2018-04,HD280205,3
2018-04,HD281795,5
2018-04,HD285695,6
2018-04,HD287652,4
2018-04,HD289026,7
2018-04,HD290947,7
2018-04,HD292217,5
2018-04,HD293656,8
2018-04,HD294856,1
2018-04,HD295267,10
2018-04,HD295608,6
2018-04,HD296157,2
2018-04,HD296847,4
2018-04,HD298120,5
2018-04,HD305029,3
2018-04,HD307544,4
2018-04,HD309501,5
2018-04,HD312137,4
2018-04,HD313841,5
2018-04,HD314081,10
2018-04,HD315748,8
2018-04,HD316308,5
2018-04,HD319220,5
2018-04,HD320060,7
2018-04,HD321275,8
2018-04,HD321813,9
2018-04,HD327348,6
2018-04,HD327582,7
2018-04,HD332594,5
2018-04,HD333051,9
2018-04,HD333063,3
2018-04,HD333544,6
2018-04,HD333962,4
2018-04,HD335580,3
2018-04,HD338262,2
2018-04,HD338928,4
2018-04,HD344670,2
2018-04,HD344852,3
2018-04,HD348931,6
2018-04,HD349501,6
2018-04,HD351145,7
2018-04,HD351414,5
2018-04,HD359876,9
2018-04,HD361714,6
2018-04,HD364928,7
2018-04,HD364970,11
2018-04,HD369528,7
2018-04,HD372669,5
2018-04,HD374247,6
2018-04,HD376302,6
2018-04,HD378274,5
2018-04,HD379875,6
2018-04,HD385904,2
2018-04,HD387344,4
2018-04,HD391766,2
2018-04,HD394739,9
2018-04,HD397050,4
2018-04,HD402002,9
2018-04,HD403941,9
2018-04,HD405727,5
2018-04,HD408536,8
2018-04,HD410257,3
2018-04,HD412914,4
2018-04,HD424190,4
2018-04,HD426886,10
2018-04,HD430949,5
2018-04,HD432390,4
2018-04,HD434034,5
2018-04,HD434417,7
2018-04,HD435871,3
2018-04,HD436260,5
2018-04,HD437482,8
2018-04,HD453100,7
2018-04,HD453390,6
2018-04,HD454734,7
2018-04,HD455858,3
2018-04,HD456541,6
2018-04,HD457136,7
2018-04,HD458438,4
2018-04,HD459783,5
2018-04,HD460027,8
2018-04,HD465982,8
2018-04,HD467920,8
2018-04,HD471103,7
2018-04,HD472052,4
2018-04,HD472114,3
2018-04,HD475088,8
2018-04,HD476406,8
2018-04,HD476620,6
2018-04,HD477288,5
2018-04,HD478215,8
2018-04,HD484088,3
2018-04,HD487840,7
2018-04,HD487976,8
2018-04,HD491284,8
2018-04,HD492524,1
2018-04,HD493357,9
2018-04,HD498491,8
2018-04,HD508159,3
2018-04,HD509061,9
2018-04,HD509520,8
2018-04,HD511288,5
2018-04,HD513936,2
2018-04,HD516059,3
2018-04,HD523855,9
2018-04,HD528660,5
2018-04,HD530464,2
2018-04,HD532552,5
2018-04,HD537011,7
2018-04,HD537465,6
2018-04,HD541285,6
2018-04,HD542886,1
2018-04,HD544369,3
2018-04,HD550869,4
2018-04,HD552859,8
2018-04,HD557689,6
2018-04,HD559223,5
2018-04,HD561131,5
2018-04,HD561337,2
2018-04,HD561717,6
2018-04,HD566204,4
2018-04,HD567544,3
2018-04,HD571515,6
2018-04,HD572934,5
2018-04,HD573624,5
2018-04,HD574185,4
2018-04,HD576900,4
2018-04,HD580454,10
2018-04,HD581148,7
2018-04,HD587331,9
2018-04,HD595882,10
2018-04,HD597545,4
2018-04,HD600586,9
2018-04,HD611284,6
2018-04,HD617077,1
2018-04,HD618344,10
2018-04,HD619719,4
2018-04,HD620437,9
2018-04,HD623640,7
2018-04,HD624279,6
2018-04,HD625027,5
2018-04,HD625038,5
2018-04,HD631824,7
2018-04,HD634356,7
2018-04,HD634523,7
2018-04,HD640143,11
2018-04,HD642174,8
2018-04,HD643188,8
2018-04,HD647688,7
2018-04,HD649306,3
2018-04,HD651604,11
2018-04,HD652153,1
2018-04,HD653952,4
2018-04,HD660433,6
2018-04,HD661448,5
2018-04,HD666225,5
2018-04,HD666936,11
2018-04,HD671982,5
2018-04,HD672719,5
2018-04,HD673900,9
2018-04,HD677309,6
2018-04,HD677310,10
2018-04,HD685879,6
2018-04,HD691471,10
2018-04,HD691675,7
2018-04,HD692017,6
2018-04,HD693609,10
2018-04,HD699115,4
2018-04,HD703830,6
2018-04,HD707231,9
2018-04,HD708558,5
2018-04,HD710658,8
2018-04,HD712372,10
2018-04,HD715012,7
2018-04,HD717249,10
2018-04,HD719737,8
2018-04,HD720343,4
2018-04,HD721014,6
2018-04,HD722558,11
2018-04,HD722956,6
2018-04,HD725527,3
2018-04,HD727444,8
2018-04,HD727632,8
2018-04,HD730447,4
2018-04,HD733934,6
2018-04,HD734129,6
2018-04,HD734433,6
2018-04,HD739338,6
2018-04,HD742096,5
2018-04,HD743252,6
2018-04,HD744684,9
2018-04,HD745359,7
2018-04,HD747377,4
2018-04,HD749546,6
2018-04,HD753835,5
2018-04,HD759692,7
2018-04,HD760983,6
2018-04,HD762188,3
2018-04,HD765436,8
2018-04,HD765554,10
2018-04,HD766838,8
2018-04,HD767334,7
2018-04,HD767925,4
2018-04,HD768386,5
2018-04,HD769845,7
2018-04,HD771279,5
2018-04,HD772140,5
2018-04,HD775663,5
2018-04,HD777083,7
2018-04,HD778015,5
2018-04,HD782984,7
2018-04,HD788375,7
2018-04,HD792156,7
2018-04,HD793729,7
2018-04,HD799859,7
2018-04,HD801142,2
2018-04,HD801821,6
2018-04,HD802058,5
2018-04,HD802475,3
2018-04,HD805772,3
2018-04,HD807397,3
2018-04,HD807553,4
2018-04,HD809345,8
2018-04,HD810948,6
2018-04,HD812799,5
2018-04,HD814444,12
2018-04,HD819739,3
2018-04,HD822643,4
2018-04,HD822984,8
2018-04,HD823097,2
2018-04,HD824079,8
2018-04,HD826767,5
2018-04,HD831023,6
2018-04,HD834340,4
2018-04,HD834387,8
2018-04,HD837482,8
2018-04,HD842881,7
2018-04,HD845119,2
2018-04,HD845666,6
2018-04,HD845983,6
2018-04,HD847713,4
2018-04,HD848426,7
2018-04,HD849426,6
2018-04,HD852520,8
2018-04,HD853800,7
2018-04,HD858116,9
2018-04,HD862235,4
2018-04,HD862369,2
2018-04,HD862903,4
2018-04,HD864300,6
2018-04,HD867363,8
2018-04,HD867526,5
2018-04,HD874104,5
2018-04,HD875558,6
2018-04,HD876492,9
2018-04,HD877359,6
2018-04,HD882805,2
2018-04,HD888412,6
2018-04,HD893022,6
2018-04,HD893931,6
2018-04,HD894390,2
2018-04,HD894637,3
2018-04,HD896542,5
2018-04,HD901734,7
2018-04,HD903528,5
2018-04,HD907996,5
2018-04,HD914078,3
2018-04,HD920211,4
2018-04,HD921002,6
2018-04,HD925731,6
2018-04,HD935075,5
2018-04,HD944583,6
2018-04,HD952062,2
2018-04,HD952315,5
2018-04,HD957073,5
2018-04,HD957429,8
2018-04,HD959899,4
2018-04,HD961587,5
2018-04,HD964603,2
2018-04,HD973885,4
2018-04,HD974505,4
2018-04,HD981197,7
2018-04,HD981504,2
2018-04,HD981821,6
2018-04,HD981950,5
2018-04,HD982676,2
2018-04,HD982934,7
2018-04,HD984626,4
2018-04,HD984838,6
2018-04,HD988129,5
2018-04,HD995428,6
2018-04,HD997786,9
2018-04,HI001877,7
2018-04,HI003514,3
2018-04,HI013994,3
2018-04,HI014891,12
2018-04,HI015767,9
2018-04,HI020083,3
2018-04,HI020478,8
2018-04,HI024535,8
2018-04,HI027437,9
2018-04,HI035448,2
2018-04,HI047229,3
2018-04,HI048967,8
2018-04,HI049184,8
2018-04,HI050493,3
2018-04,HI056567,8
2018-04,HI059355,7
2018-04,HI060044,1
2018-04,HI061526,2
2018-04,HI066401,3
2018-04,HI069246,3
2018-04,HI069935,4
2018-04,HI072340,6
2018-04,HI073600,7
2018-04,HI084482,5
2018-04,HI085532,7
2018-04,HI086872,4
2018-04,HI088281,7
2018-04,HI088451,5
2018-04,HI089467,6
2018-04,HI092194,6
2018-04,HI098767,5
2018-04,HI100579,1
2018-04,HI101829,10
2018-04,HI104906,5
2018-04,HI106422,7
2018-04,HI107999,7
2018-04,HI108402,1
2018-04,HI109765,4
2018-04,HI113055,3
2018-04,HI121657,8
2018-04,HI128243,3
2018-04,HI128344,4
2018-04,HI140097,10
2018-04,HI140455,1
2018-04,HI142283,5
2018-04,HI142296,5
2018-04,HI142388,6
2018-04,HI142725,2
2018-04,HI145167,9
2018-04,HI146430,5
2018-04,HI147428,3
2018-04,HI150416,7
2018-04,HI150906,5
2018-04,HI151205,3
2018-04,HI151334,6
2018-04,HI151922,2
2018-04,HI153809,4
2018-04,HI155985,4
2018-04,HI158085,6
2018-04,HI161247,7
2018-04,HI162012,6
2018-04,HI162853,5
2018-04,HI166285,2
2018-04,HI168292,4
2018-04,HI169357,7
2018-04,HI169908,1
2018-04,HI173027,6
2018-04,HI174281,10
2018-04,HI181600,5
2018-04,HI181798,5
2018-04,HI183239,7
2018-04,HI183246,5
2018-04,HI184156,8
2018-04,HI184733,5
2018-04,HI188968,4
2018-04,HI193026,1
2018-04,HI195873,10
2018-04,HI196175,4
2018-04,HI201295,8
